,rank,id,form-id,name,form,alias,move,move-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
1006-000,11,1006,0,テツノブジン,,テツノブジン,"['インファイト', 'みちづれ', 'ムーンフォース', 'かげうち', 'ソウルクラッシュ', 'アンコール', 'はたきおとす', 'はどうだん', '１０まんボルト', 'シャドーボール']","[78.6, 58.2, 46.9, 45.9, 38.0, 31.8, 23.4, 8.3, 7.9, 6.6]",['クォークチャージ'],[100.0],"['きあいのタスキ', 'ブーストエナジー', 'いのちのたま', 'こだわりスカーフ', 'ひかりのねんど', 'こだわりメガネ', 'こだわりハチマキ', 'とつげきチョッキ', 'たつじんのおび', 'ラムのみ']","[51.4, 32.9, 6.0, 2.8, 2.2, 0.7, 0.6, 0.5, 0.3, 0.3]","['ゴースト', 'フェアリー', 'はがね', 'かくとう', 'でんき', 'じめん', 'ほのお', 'みず', 'どく', 'あく']","[31.5, 20.5, 17.4, 15.8, 4.9, 3.1, 2.8, 1.1, 0.8, 0.6]"
0212-000,12,212,0,ハッサム,,ハッサム,"['バレットパンチ', 'インファイト', 'とんぼがえり', 'どろぼう', 'つるぎのまい', 'テラバースト', 'でんこうせっか', 'くさわけ', 'つばめがえし', 'かわらわり']","[99.9, 75.4, 70.7, 48.2, 43.0, 16.7, 10.5, 6.1, 5.1, 4.9]","['テクニシャン', 'ライトメタル', 'むしのしらせ']","[98.9, 0.5, 0.5]","['こだわりハチマキ', 'いのちのたま', 'とつげきチョッキ', 'オボンのみ', 'ラムのみ', 'メタルコート', 'きあいのタスキ', 'パンチグローブ', 'ゴツゴツメット', 'オッカのみ']","[40.1, 21.3, 10.5, 9.0, 5.5, 2.0, 1.9, 1.4, 1.3, 1.0]","['はがね', 'みず', 'ほのお', 'ひこう', 'ノーマル', 'ドラゴン', 'あく', 'いわ', 'じめん', 'かくとう']","[61.7, 17.7, 3.7, 3.2, 2.4, 2.0, 1.9, 1.6, 1.2, 1.2]"
1005-000,13,1005,0,トドロクツキ,,トドロクツキ,"['りゅうのまい', 'アクロバット', 'じしん', 'じごくづき', 'はねやすめ', 'アイアンヘッド', 'くらいつく', 'ちょうはつ', 'スケイルショット', 'かみくだく']","[77.4, 49.7, 41.2, 35.6, 30.0, 26.4, 22.8, 22.1, 17.2, 16.4]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'こだわりスカーフ', 'いかさまダイス', 'こだわりハチマキ', 'いのちのたま', 'おんみつマント', 'たべのこし', 'ラムのみ', 'とつげきチョッキ', 'ゴツゴツメット']","[64.9, 5.7, 5.6, 5.3, 4.2, 3.1, 3.0, 2.5, 1.6, 1.6]","['ひこう', 'はがね', 'ほのお', 'どく', 'フェアリー', 'あく', 'ドラゴン', 'ゴースト', 'でんき', 'じめん']","[50.2, 21.8, 8.0, 5.8, 3.5, 3.2, 3.0, 1.3, 1.0, 1.0]"
0911-000,14,911,0,ラウドボーン,,ラウドボーン,"['フレアソング', 'なまける', 'おにび', 'たたりめ', 'シャドーボール', 'テラバースト', 'あくび', 'だいちのちから', 'うたう', 'みがわり']","[99.7, 86.6, 57.9, 36.7, 35.7, 19.1, 16.2, 12.4, 10.5, 9.0]","['てんねん', 'もうか']","[97.9, 2.1]","['たべのこし', 'おんみつマント', 'オボンのみ', 'からぶりほけん', 'とつげきチョッキ', 'ゴツゴツメット', 'ぼうじんゴーグル', 'のどスプレー', 'ふうせん', 'あつぞこブーツ']","[45.8, 12.0, 10.1, 9.5, 5.0, 4.9, 3.2, 2.0, 1.1, 1.1]","['フェアリー', 'ノーマル', 'ほのお', 'みず', 'くさ', 'あく', 'ひこう', 'かくとう', 'じめん', 'ドラゴン']","[35.2, 25.9, 17.6, 10.2, 4.7, 2.5, 2.0, 0.6, 0.2, 0.2]"
0934-000,15,934,0,キョジオーン,,キョジオーン,"['しおづけ', 'じこさいせい', 'まもる', 'てっぺき', 'ボディプレス', 'ステルスロック', 'みがわり', 'じしん', 'のろい', 'じわれ']","[98.9, 97.5, 58.8, 43.1, 19.6, 17.4, 13.7, 12.1, 12.1, 12.1]","['きよめのしお', 'がんじょう', 'クリアボディ']","[97.0, 2.5, 0.6]","['たべのこし', 'オボンのみ', 'ゴツゴツメット', 'おんみつマント', 'かえんだま', 'レッドカード', 'ひかりのこな', 'どくどくだま', 'とつげきチョッキ', 'いかさまダイス']","[81.2, 4.5, 4.4, 3.1, 0.9, 0.8, 0.7, 0.6, 0.5, 0.4]","['ゴースト', 'みず', 'ひこう', 'どく', 'フェアリー', 'かくとう', 'くさ', 'はがね', 'ノーマル', 'ほのお']","[47.5, 18.2, 14.3, 7.4, 5.6, 1.3, 1.2, 1.0, 0.7, 0.5]"
0445-000,16,445,0,ガブリアス,,ガブリアス,"['じしん', 'げきりん', 'アイアンヘッド', 'ステルスロック', 'テラバースト', 'ドラゴンテール', 'つるぎのまい', 'がんせきふうじ', 'まきびし', 'ドラゴンクロー']","[92.7, 58.6, 45.5, 40.7, 27.9, 23.7, 22.9, 18.2, 12.6, 11.1]","['さめはだ', 'すながくれ']","[95.8, 4.2]","['こだわりスカーフ', 'きあいのタスキ', 'こだわりハチマキ', 'ゴツゴツメット', 'ラムのみ', 'オボンのみ', 'いのちのたま', 'レッドカード', 'とつげきチョッキ', 'おんみつマント']","[15.8, 14.8, 14.2, 14.0, 10.2, 8.3, 5.2, 3.3, 3.2, 3.1]","['はがね', 'ほのお', 'じめん', 'フェアリー', 'みず', 'でんき', 'どく', 'ドラゴン', 'こおり', 'ノーマル']","[30.3, 21.3, 17.6, 16.5, 4.8, 2.8, 2.3, 1.3, 1.0, 0.5]"
0887-000,17,887,0,ドラパルト,,ドラパルト,"['ドラゴンアロー', 'とんぼがえり', 'テラバースト', 'シャドーボール', 'ふいうち', 'りゅうせいぐん', 'ゴーストダイブ', 'おにび', '１０まんボルト', 'かえんほうしゃ']","[65.5, 43.8, 36.1, 32.1, 30.8, 23.5, 19.5, 16.4, 14.4, 13.7]","['すりぬけ', 'のろわれボディ', 'クリアボディ']","[71.4, 17.1, 11.5]","['いのちのたま', 'こだわりハチマキ', 'ひかりのねんど', 'きあいのタスキ', 'こだわりメガネ', 'こだわりスカーフ', 'たべのこし', 'だっしゅつパック', 'ラムのみ', 'じゃくてんほけん']","[25.7, 18.9, 13.0, 12.3, 8.3, 6.4, 4.8, 1.9, 1.3, 1.3]","['ゴースト', 'ドラゴン', 'ほのお', 'はがね', 'フェアリー', 'ノーマル', 'かくとう', 'でんき', 'みず', 'どく']","[25.3, 21.1, 20.6, 15.9, 5.8, 2.5, 2.3, 1.8, 1.3, 1.1]"
0908-000,18,908,0,マスカーニャ,,マスカーニャ,"['トリックフラワー', 'はたきおとす', 'とんぼがえり', 'じゃれつく', 'ふいうち', 'けたぐり', 'トリック', 'どくびし', 'ちょうはつ', 'かわらわり']","[93.2, 84.6, 52.7, 43.6, 38.7, 22.2, 15.9, 10.5, 8.3, 5.5]","['へんげんじざい', 'しんりょく']","[72.1, 27.9]","['きあいのタスキ', 'こだわりスカーフ', 'こだわりハチマキ', 'いのちのたま', 'でんきだま', 'チイラのみ', 'とつげきチョッキ', 'たべのこし', 'たつじんのおび', 'ちからのハチマキ']","[40.1, 31.1, 14.3, 3.9, 2.6, 1.1, 1.1, 0.7, 0.7, 0.7]","['くさ', 'あく', 'ほのお', 'こおり', 'フェアリー', 'はがね', 'ゴースト', 'どく', 'いわ', 'みず']","[66.7, 14.1, 4.7, 3.2, 3.1, 2.5, 1.7, 1.1, 1.0, 0.8]"
0979-000,19,979,0,コノヨザル,,コノヨザル,"['ふんどのこぶし', 'ドレインパンチ', 'ビルドアップ', 'ちょうはつ', 'ステルスロック', 'いのちがけ', 'インファイト', 'とんぼがえり', 'アンコール', 'なげつける']","[95.1, 75.2, 58.8, 51.1, 23.7, 22.3, 14.0, 9.0, 8.3, 8.2]","['やるき', 'まけんき', 'せいしんりょく']","[76.6, 21.0, 2.4]","['たべのこし', 'オボンのみ', 'こだわりスカーフ', 'でんきだま', 'パンチグローブ', 'おんみつマント', 'とつげきチョッキ', 'きあいのタスキ', 'ものまねハーブ', 'ラムのみ']","[32.0, 20.0, 12.1, 8.3, 6.1, 5.7, 4.6, 3.1, 1.4, 1.0]","['ほのお', 'ノーマル', 'どく', 'はがね', 'ひこう', 'かくとう', 'フェアリー', 'みず', 'ゴースト', 'でんき']","[26.8, 17.8, 17.5, 16.2, 5.5, 5.4, 2.9, 2.2, 1.8, 1.0]"
0992-000,20,992,0,テツノカイナ,,テツノカイナ,"['ドレインパンチ', 'れいとうパンチ', 'じしん', 'かみなりパンチ', 'ワイルドボルト', 'ねこだまし', 'ボルトチェンジ', 'インファイト', 'ヘビーボンバー', 'じゃれつく']","[91.3, 64.1, 59.6, 57.5, 30.1, 26.2, 16.4, 10.1, 9.8, 7.4]",['クォークチャージ'],[100.0],"['とつげきチョッキ', 'パンチグローブ', 'ブーストエナジー', 'オボンのみ', 'たべのこし', 'こだわりハチマキ', 'いのちのたま', 'ラムのみ', 'じゃくてんほけん', 'ゴツゴツメット']","[75.6, 7.6, 5.9, 4.5, 1.2, 0.7, 0.6, 0.6, 0.6, 0.6]","['じめん', 'でんき', 'ひこう', 'かくとう', 'フェアリー', 'はがね', 'くさ', 'こおり', 'ノーマル', 'ほのお']","[21.5, 20.3, 20.3, 16.9, 7.2, 3.8, 2.1, 1.9, 1.7, 1.3]"
0823-000,21,823,0,アーマーガア,,アーマーガア,"['はねやすめ', 'ボディプレス', 'てっぺき', 'とんぼがえり', 'ちょうはつ', 'アイアンヘッド', 'ブレイブバード', 'ドリルくちばし', 'ビルドアップ', 'つけあがる']","[97.2, 76.8, 65.0, 55.0, 45.3, 24.3, 12.9, 7.1, 5.9, 4.6]","['ミラーアーマー', 'プレッシャー', 'きんちょうかん']","[78.6, 19.0, 2.4]","['ゴツゴツメット', 'ぼうじんゴーグル', 'おんみつマント', 'たべのこし', 'オボンのみ', 'じゃくてんほけん', 'ラムのみ', 'ひかりのねんど', 'こだわりハチマキ', 'とつげきチョッキ']","[82.9, 6.0, 4.1, 2.7, 1.8, 0.6, 0.3, 0.3, 0.2, 0.1]","['かくとう', 'ドラゴン', 'ひこう', 'あく', 'みず', 'じめん', 'ノーマル', 'フェアリー', 'ほのお', 'はがね']","[31.5, 20.3, 16.3, 7.7, 5.4, 3.2, 3.1, 3.0, 2.4, 2.1]"
0984-000,22,984,0,イダイナキバ,,イダイナキバ,"['インファイト', 'アイススピナー', 'じしん', 'こうそくスピン', 'ぶちかまし', 'はたきおとす', 'ビルドアップ', 'ちょうはつ', 'アイアンヘッド', 'ステルスロック']","[71.4, 67.1, 66.2, 32.5, 31.9, 28.4, 23.6, 23.5, 14.5, 11.3]",['こだいかっせい'],[100.0],"['ブーストエナジー', 'とつげきチョッキ', 'こだわりスカーフ', 'きあいのタスキ', 'こだわりハチマキ', 'オボンのみ', 'ゴツゴツメット', 'ラムのみ', 'たべのこし', 'いのちのたま']","[42.8, 21.8, 8.3, 7.4, 7.2, 2.3, 2.3, 1.9, 1.4, 1.3]","['はがね', 'じめん', 'かくとう', 'フェアリー', 'こおり', 'でんき', 'ほのお', 'どく', 'みず', 'くさ']","[43.3, 31.1, 9.4, 4.7, 4.4, 1.3, 1.3, 1.2, 1.0, 0.7]"
0462-000,23,462,0,ジバコイル,,ジバコイル,"['ラスターカノン', 'ボルトチェンジ', '１０まんボルト', 'テラバースト', 'ほうでん', 'ミラーコート', 'てっていこうせん', 'ボディプレス', 'でんじは', 'トライアタック']","[97.4, 89.1, 83.5, 77.3, 11.0, 11.0, 7.0, 6.3, 5.1, 2.4]","['アナライズ', 'がんじょう', 'じりょく']","[81.3, 16.8, 1.9]","['とつげきチョッキ', 'こだわりメガネ', 'ふうせん', 'じゃくてんほけん', 'たべのこし', 'おんみつマント', 'オボンのみ', 'ゴツゴツメット', 'からぶりほけん', 'きあいのタスキ']","[59.0, 24.5, 6.1, 3.6, 1.1, 0.7, 0.7, 0.5, 0.4, 0.3]","['みず', 'ひこう', 'フェアリー', 'じめん', 'くさ', 'でんき', 'こおり', 'かくとう', 'はがね', 'ほのお']","[45.4, 26.8, 9.3, 4.1, 3.6, 2.2, 2.1, 1.6, 1.4, 1.1]"
0286-000,24,286,0,キノガッサ,,キノガッサ,"['キノコのほうし', 'マッハパンチ', 'タネマシンガン', 'じならし', 'がんせきふうじ', 'みがわり', 'やどりぎのタネ', 'テラバースト', 'つるぎのまい', 'つばめがえし']","[93.7, 90.4, 88.4, 64.7, 19.7, 8.6, 7.8, 6.8, 4.6, 2.6]","['テクニシャン', 'ポイズンヒール', 'ほうし']","[91.4, 8.1, 0.5]","['きあいのタスキ', 'どくどくだま', 'いかさまダイス', 'こだわりハチマキ', 'いのちのたま', 'たつじんのおび', 'こだわりスカーフ', 'パンチグローブ', 'ちからのハチマキ', 'せんせいのツメ']","[85.5, 7.8, 3.8, 0.8, 0.5, 0.2, 0.2, 0.2, 0.1, 0.1]","['ほのお', 'くさ', 'かくとう', 'いわ', 'はがね', 'じめん', 'みず', 'ゴースト', 'ノーマル', 'フェアリー']","[22.2, 19.1, 14.4, 12.9, 7.9, 6.3, 4.2, 3.3, 2.4, 1.9]"
0635-000,25,635,0,サザンドラ,,サザンドラ,"['あくのはどう', 'ラスターカノン', 'りゅうせいぐん', 'だいもんじ', 'かえんほうしゃ', 'みがわり', 'わるだくみ', 'ちょうはつ', 'とんぼがえり', 'テラバースト']","[96.5, 73.9, 62.5, 25.5, 20.8, 19.4, 18.8, 17.5, 13.8, 10.2]",['ふゆう'],[100.0],"['こだわりメガネ', 'こだわりスカーフ', 'たべのこし', 'いのちのたま', 'きあいのタスキ', 'とつげきチョッキ', 'オボンのみ', 'おんみつマント', 'たつじんのおび', 'ラムのみ']","[35.3, 17.1, 13.8, 9.6, 6.2, 3.5, 2.8, 1.5, 1.4, 1.4]","['はがね', 'どく', 'ほのお', 'でんき', 'フェアリー', 'あく', 'ゴースト', 'ドラゴン', 'みず', 'くさ']","[72.9, 11.9, 4.3, 2.7, 2.6, 2.3, 1.2, 0.7, 0.5, 0.2]"
0637-000,26,637,0,ウルガモス,,ウルガモス,"['ちょうのまい', 'ほのおのまい', 'ギガドレイン', 'テラバースト', 'あさのひざし', 'むしのさざめき', 'おにび', 'みがわり', 'オーバーヒート', 'サイコキネシス']","[93.8, 92.7, 55.0, 43.4, 34.6, 34.2, 13.7, 11.3, 4.2, 4.0]","['ほのおのからだ', 'むしのしらせ']","[89.1, 10.9]","['あつぞこブーツ', 'オボンのみ', 'ラムのみ', 'たべのこし', 'こだわりメガネ', 'おんみつマント', 'きあいのタスキ', 'いのちのたま', 'ゴツゴツメット', 'ものしりメガネ']","[41.5, 23.3, 12.4, 4.2, 3.2, 2.7, 2.4, 2.4, 1.8, 0.7]","['フェアリー', 'くさ', 'みず', 'いわ', 'ほのお', 'むし', 'はがね', 'こおり', 'じめん', 'あく']","[35.3, 30.7, 8.9, 8.0, 4.7, 1.7, 1.6, 1.4, 1.4, 1.3]"
0956-000,27,956,0,クエスパトラ,,クエスパトラ,"['ルミナコリジョン', 'まもる', 'バトンタッチ', 'テラバースト', 'めいそう', 'リフレクター', 'マジカルシャイン', 'アシストパワー', 'みがわり', 'シャドーボール']","[78.4, 71.8, 62.7, 31.1, 30.8, 30.1, 23.6, 18.5, 18.3, 14.2]","['かそく', 'びんじょう', 'おみとおし']","[99.4, 0.5, 0.2]","['きあいのタスキ', 'たべのこし', 'オボンのみ', 'ラムのみ', 'ひかりのねんど', 'メンタルハーブ', 'じゃくてんほけん', 'おんみつマント', 'カシブのみ', 'ナモのみ']","[45.5, 16.6, 14.7, 4.0, 3.8, 2.0, 1.9, 1.8, 1.6, 1.3]","['かくとう', 'ノーマル', 'ほのお', 'エスパー', 'フェアリー', 'はがね', 'あく', 'ゴースト', 'みず', 'じめん']","[51.9, 24.0, 9.2, 4.4, 3.2, 3.0, 1.6, 1.3, 0.5, 0.3]"
0980-000,28,980,0,ドオー,,ドオー,"['じこさいせい', 'じしん', 'どくどく', 'ステルスロック', 'あくび', 'ドわすれ', 'まもる', 'のろい', 'どくづき', 'どくびし']","[90.0, 85.8, 60.4, 47.2, 32.8, 14.2, 13.2, 9.7, 9.1, 6.4]","['ちょすい', 'てんねん', 'どくのトゲ']","[54.6, 45.1, 0.3]","['くろいヘドロ', 'たべのこし', 'おんみつマント', 'オボンのみ', 'メンタルハーブ', 'こだわりハチマキ', 'ゴツゴツメット', 'ふうせん', 'とつげきチョッキ', 'ぼうじんゴーグル']","[69.3, 11.9, 7.6, 3.3, 1.9, 1.6, 1.1, 0.4, 0.4, 0.3]","['どく', 'あく', 'じめん', 'みず', 'ほのお', 'ひこう', 'ゴースト', 'ノーマル', 'はがね', 'フェアリー']","[17.6, 16.4, 12.3, 11.0, 8.2, 6.7, 5.8, 5.3, 4.2, 3.5]"
0450-000,29,450,0,カバルドン,,カバルドン,"['じしん', 'ステルスロック', 'あくび', 'ふきとばし', 'ほえる', 'なまける', 'がんせきふうじ', 'こおりのキバ', 'じわれ', 'ヘビーボンバー']","[95.7, 94.7, 92.5, 45.6, 36.5, 11.7, 7.0, 4.1, 2.8, 1.9]","['すなおこし', 'すなのちから']","[98.5, 1.5]","['オボンのみ', 'ゴツゴツメット', 'さらさらいわ', 'メンタルハーブ', 'たべのこし', 'フィラのみ', 'とつげきチョッキ', 'こだわりハチマキ', 'レッドカード', 'ラムのみ']","[74.0, 6.1, 5.2, 4.6, 4.3, 1.5, 1.0, 0.7, 0.3, 0.3]","['くさ', 'はがね', 'フェアリー', 'みず', 'じめん', 'いわ', 'ほのお', 'こおり', 'ノーマル', 'ドラゴン']","[28.5, 16.6, 13.0, 10.3, 9.3, 5.0, 2.7, 2.4, 2.4, 1.8]"
