,rank,id,form-id,name,form,alias,move,move-rate,ability,ability-rate,item,item-rate,terastal,terastal-rate
0637-000,11,637,0,ウルガモス,,ウルガモス,"['ほのおのまい', 'ちょうのまい', 'ギガドレイン', 'テラバースト', 'むしのさざめき', 'あさのひざし', 'オーバーヒート', 'みがわり', 'おにび', 'かえんほうしゃ']","[88.8, 83.1, 57.3, 46.7, 43.6, 27.7, 14.7, 10.9, 8.0, 6.0]","['ほのおのからだ', 'むしのしらせ']","[85.2, 14.8]","['あつぞこブーツ', 'オボンのみ', 'こだわりメガネ', 'ラムのみ', 'いのちのたま', 'きあいのタスキ', 'たべのこし', 'ゴツゴツメット', 'こだわりスカーフ', 'とつげきチョッキ']","[46.0, 15.1, 14.7, 9.2, 2.7, 2.6, 2.4, 1.3, 0.7, 0.6]","['フェアリー', 'くさ', 'ほのお', 'みず', 'いわ', 'こおり', 'あく', 'むし', 'じめん', 'はがね']","[46.9, 21.3, 10.2, 6.2, 5.0, 1.7, 1.6, 1.5, 1.1, 1.0]"
0979-000,12,979,0,コノヨザル,,コノヨザル,"['ふんどのこぶし', 'ドレインパンチ', 'ビルドアップ', 'ちょうはつ', 'ステルスロック', 'いのちがけ', 'インファイト', 'じならし', 'なげつける', 'とんぼがえり']","[95.3, 66.8, 42.8, 41.4, 36.9, 27.4, 15.0, 13.9, 12.5, 10.9]","['やるき', 'まけんき', 'せいしんりょく']","[72.7, 24.8, 2.5]","['オボンのみ', 'たべのこし', 'こだわりスカーフ', 'でんきだま', 'とつげきチョッキ', 'パンチグローブ', 'ラムのみ', 'きあいのタスキ', 'ゴツゴツメット', 'おんみつマント']","[27.4, 24.5, 13.5, 13.2, 6.1, 6.0, 1.2, 1.2, 1.1, 1.0]","['ノーマル', 'はがね', 'ほのお', 'どく', 'かくとう', 'ひこう', 'フェアリー', 'みず', 'ゴースト', 'あく']","[23.0, 18.9, 14.9, 12.7, 10.9, 5.3, 4.3, 2.3, 2.1, 1.7]"
0778-000,13,778,0,ミミッキュ,,ミミッキュ,"['じゃれつく', 'かげうち', 'つるぎのまい', 'シャドークロー', 'ドレインパンチ', 'のろい', 'いたみわけ', 'みがわり', 'トリック', 'みちづれ']","[88.5, 78.0, 61.7, 55.0, 23.9, 22.9, 12.6, 11.1, 9.3, 7.6]",['ばけのかわ'],[100.0],"['いのちのたま', 'こだわりスカーフ', 'のろいのおふだ', 'フィラのみ', 'カムラのみ', 'ひかりのこな', 'ラムのみ', 'きあいのタスキ', 'こだわりハチマキ', 'ゴツゴツメット']","[61.7, 9.8, 3.8, 2.7, 2.6, 2.5, 1.8, 1.4, 1.3, 1.2]","['ゴースト', 'かくとう', 'フェアリー', 'ほのお', 'ノーマル', 'はがね', 'くさ', 'あく', 'みず', 'ひこう']","[29.7, 22.6, 22.3, 10.8, 8.4, 1.7, 0.8, 0.7, 0.6, 0.6]"
0959-000,14,959,0,デカヌチャン,,デカヌチャン,"['はたきおとす', 'ステルスロック', 'アンコール', 'でんじは', 'デカハンマー', 'じゃれつく', 'ねこだまし', 'つるぎのまい', 'じならし', 'アイスハンマー']","[82.4, 79.9, 70.8, 70.6, 44.8, 18.2, 7.0, 4.6, 4.4, 4.1]","['かたやぶり', 'わるいてぐせ', 'マイペース']","[95.7, 2.8, 1.5]","['ふうせん', 'ラムのみ', 'きあいのタスキ', 'オボンのみ', 'いのちのたま', 'とつげきチョッキ', 'たべのこし', 'ゴツゴツメット', 'たつじんのおび', 'レッドカード']","[71.6, 4.9, 4.4, 3.5, 2.4, 1.6, 1.5, 1.3, 1.0, 1.0]","['ひこう', 'フェアリー', 'はがね', 'じめん', 'みず', 'ほのお', 'あく', 'ノーマル', 'いわ', 'ドラゴン']","[20.5, 20.1, 16.4, 13.3, 9.8, 4.6, 3.9, 3.8, 1.1, 1.1]"
0977-000,15,977,0,ヘイラッシャ,,ヘイラッシャ,"['じわれ', 'ウェーブタックル', 'あくび', 'ゆきなだれ', 'ねむる', 'じしん', 'ねごと', 'まもる', 'アクアブレイク', 'ボディプレス']","[57.0, 56.9, 50.4, 49.0, 38.5, 29.9, 28.9, 23.6, 23.5, 10.0]","['てんねん', 'みずのベール', 'どんかん']","[97.9, 1.4, 0.8]","['たべのこし', 'ゴツゴツメット', 'とつげきチョッキ', 'オボンのみ', 'カゴのみ', 'こだわりハチマキ', 'おんみつマント', 'ラムのみ', 'たつじんのおび', 'フィラのみ']","[41.9, 23.9, 11.4, 8.7, 4.4, 4.3, 2.8, 0.8, 0.2, 0.2]","['くさ', 'フェアリー', 'じめん', 'みず', 'ドラゴン', 'ひこう', 'ほのお', 'あく', 'はがね', 'ノーマル']","[30.2, 17.1, 12.2, 12.0, 6.0, 3.7, 2.9, 2.8, 2.7, 2.6]"
0970-000,16,970,0,キラフロル,,キラフロル,"['ステルスロック', 'パワージェム', 'マジカルシャイン', 'ヘドロウェーブ', 'キラースピン', 'だいちのちから', 'マッドショット', 'エナジーボール', 'ニードルガード', 'テラバースト']","[71.5, 53.8, 47.7, 45.0, 40.5, 34.6, 33.0, 20.3, 13.9, 6.2]","['どくげしょう', 'ふしょく']","[96.8, 3.2]","['きあいのタスキ', 'ふうせん', 'とつげきチョッキ', 'こだわりスカーフ', 'レッドカード', 'こだわりメガネ', 'くろいヘドロ', 'ゴツゴツメット', 'オボンのみ', 'いのちのたま']","[59.9, 11.4, 6.8, 5.5, 3.9, 3.3, 1.8, 1.5, 1.3, 0.9]","['くさ', 'ほのお', 'ひこう', 'フェアリー', 'どく', 'いわ', 'こおり', 'じめん', 'はがね', 'みず']","[32.0, 15.3, 12.6, 11.9, 8.2, 4.7, 3.8, 2.9, 1.5, 1.5]"
0184-000,17,184,0,マリルリ,,マリルリ,"['じゃれつく', 'アクアジェット', 'アクアブレイク', 'ばかぢから', 'はらだいこ', 'テラバースト', 'アイススピナー', 'かわらわり', 'アクアテール', 'アンコール']","[97.9, 95.0, 87.4, 53.5, 19.3, 17.6, 8.4, 6.2, 3.3, 1.5]","['ちからもち', 'そうしょく', 'あついしぼう']","[98.6, 1.2, 0.2]","['とつげきチョッキ', 'オボンのみ', 'こだわりハチマキ', 'ラムのみ', 'いのちのたま', 'しんぴのしずく', 'ちからのハチマキ', 'ゴツゴツメット', 'たべのこし', 'かいがらのすず']","[58.6, 21.1, 8.0, 4.5, 1.7, 1.0, 0.8, 0.8, 0.6, 0.3]","['みず', 'ほのお', 'フェアリー', 'ノーマル', 'じめん', 'くさ', 'かくとう', 'はがね', 'でんき', 'ゴースト']","[38.8, 27.6, 22.8, 2.6, 1.8, 1.7, 1.1, 0.9, 0.9, 0.4]"
0934-000,18,934,0,キョジオーン,,キョジオーン,"['しおづけ', 'じこさいせい', 'てっぺき', 'まもる', 'ボディプレス', 'ステルスロック', 'じわれ', 'じしん', 'のろい', 'みがわり']","[97.8, 95.6, 43.0, 35.5, 30.8, 21.1, 16.1, 14.8, 13.5, 13.2]","['きよめのしお', 'がんじょう', 'クリアボディ']","[95.2, 4.2, 0.7]","['たべのこし', 'ゴツゴツメット', 'オボンのみ', 'おんみつマント', 'どくどくだま', 'レッドカード', 'かえんだま', 'とつげきチョッキ', 'ひかりのこな', 'いかさまダイス']","[70.1, 7.6, 7.2, 3.1, 1.6, 1.4, 1.2, 0.9, 0.8, 0.8]","['ゴースト', 'ひこう', 'フェアリー', 'みず', 'かくとう', 'くさ', 'はがね', 'どく', 'ノーマル', 'ドラゴン']","[45.4, 24.4, 9.7, 6.3, 2.7, 2.5, 2.1, 1.3, 1.2, 1.1]"
0462-000,19,462,0,ジバコイル,,ジバコイル,"['ラスターカノン', 'ボルトチェンジ', '１０まんボルト', 'テラバースト', 'ほうでん', 'てっていこうせん', 'ボディプレス', 'ミラーコート', 'でんじは', 'てっぺき']","[95.6, 87.2, 81.5, 76.1, 12.9, 9.4, 8.7, 5.8, 4.3, 4.0]","['アナライズ', 'がんじょう', 'じりょく']","[76.5, 19.1, 4.4]","['こだわりメガネ', 'とつげきチョッキ', 'ふうせん', 'たべのこし', 'じゃくてんほけん', 'ゴツゴツメット', 'オボンのみ', 'こだわりスカーフ', 'おんみつマント', 'じしゃく']","[41.5, 36.5, 9.4, 2.5, 1.4, 1.2, 0.9, 0.9, 0.6, 0.6]","['ひこう', 'みず', 'フェアリー', 'じめん', 'くさ', 'こおり', 'かくとう', 'でんき', 'はがね', 'ゴースト']","[35.4, 32.2, 7.7, 4.2, 4.2, 3.3, 3.2, 2.9, 1.7, 1.3]"
0980-000,20,980,0,ドオー,,ドオー,"['じこさいせい', 'じしん', 'ステルスロック', 'どくどく', 'あくび', 'のろい', 'どくづき', 'ドわすれ', 'まもる', 'どくびし']","[90.2, 84.7, 52.9, 52.8, 38.7, 13.8, 11.5, 10.1, 10.0, 6.0]","['ちょすい', 'てんねん', 'どくのトゲ']","[58.0, 41.7, 0.3]","['くろいヘドロ', 'たべのこし', 'おんみつマント', 'オボンのみ', 'メンタルハーブ', 'こだわりハチマキ', 'ゴツゴツメット', 'ふうせん', 'とつげきチョッキ', 'クリアチャーム']","[73.4, 9.6, 9.1, 1.9, 1.3, 1.2, 1.2, 0.4, 0.2, 0.2]","['あく', 'どく', 'じめん', 'ひこう', 'みず', 'ゴースト', 'くさ', 'ノーマル', 'フェアリー', 'ほのお']","[20.6, 16.9, 15.3, 9.2, 7.7, 6.6, 4.2, 4.0, 3.6, 3.0]"
0823-000,21,823,0,アーマーガア,,アーマーガア,"['はねやすめ', 'ボディプレス', 'てっぺき', 'とんぼがえり', 'ちょうはつ', 'ブレイブバード', 'アイアンヘッド', 'ドリルくちばし', 'ビルドアップ', 'つけあがる']","[95.7, 78.9, 57.4, 52.2, 51.9, 21.7, 14.9, 9.5, 6.1, 4.7]","['ミラーアーマー', 'プレッシャー', 'きんちょうかん']","[70.8, 25.6, 3.6]","['ゴツゴツメット', 'オボンのみ', 'おんみつマント', 'たべのこし', 'ぼうじんゴーグル', 'じゃくてんほけん', 'こだわりハチマキ', 'ひかりのねんど', 'ラムのみ', 'メンタルハーブ']","[82.8, 4.3, 3.9, 3.0, 2.7, 0.6, 0.6, 0.3, 0.3, 0.1]","['かくとう', 'ドラゴン', 'ひこう', 'あく', 'みず', 'じめん', 'フェアリー', 'ほのお', 'ノーマル', 'はがね']","[33.4, 19.7, 15.2, 9.1, 5.0, 3.2, 2.9, 2.4, 2.3, 2.2]"
0094-000,22,94,0,ゲンガー,,ゲンガー,"['シャドーボール', 'みちづれ', 'ヘドロばくだん', 'アンコール', 'こごえるかぜ', 'さいみんじゅつ', 'きあいだま', 'マジカルシャイン', 'たたりめ', 'おにび']","[82.2, 78.3, 70.3, 50.6, 21.4, 17.1, 15.1, 14.7, 14.7, 3.4]",['のろわれボディ'],[100.0],"['きあいのタスキ', 'こだわりスカーフ', 'こだわりメガネ', 'こうかくレンズ', 'いのちのたま', 'くろいヘドロ', 'ふうせん', 'ものしりメガネ', 'からぶりほけん', 'ものまねハーブ']","[90.2, 3.5, 1.1, 0.8, 0.8, 0.6, 0.4, 0.3, 0.2, 0.2]","['フェアリー', 'ノーマル', 'ゴースト', 'どく', 'かくとう', 'ひこう', 'こおり', 'あく', 'くさ', 'ほのお']","[32.3, 25.0, 13.2, 5.3, 4.5, 3.9, 3.7, 3.2, 2.3, 1.3]"
0197-000,23,197,0,ブラッキー,,ブラッキー,"['イカサマ', 'ねがいごと', 'まもる', 'あくび', 'でんじは', 'つきのひかり', 'ちょうはつ', 'のろい', 'バークアウト', 'めいそう']","[95.0, 78.2, 75.9, 71.7, 19.7, 19.3, 9.6, 6.2, 4.5, 3.5]","['せいしんりょく', 'シンクロ']","[68.3, 31.7]","['たべのこし', 'ゴツゴツメット', 'オボンのみ', 'ひかりのねんど', 'おんみつマント', 'メンタルハーブ', 'ラムのみ', 'じゃくてんほけん', 'ぼうじんゴーグル', 'ひかりのこな']","[79.7, 14.2, 2.0, 1.0, 0.8, 0.4, 0.3, 0.2, 0.2, 0.2]","['どく', 'フェアリー', 'ゴースト', 'ノーマル', 'はがね', 'ひこう', 'あく', 'みず', 'ほのお', 'くさ']","[35.3, 22.3, 20.7, 5.9, 5.0, 3.3, 3.2, 1.1, 0.8, 0.5]"
0212-000,24,212,0,ハッサム,,ハッサム,"['バレットパンチ', 'とんぼがえり', 'インファイト', 'どろぼう', 'つるぎのまい', 'テラバースト', 'くさわけ', 'つばめがえし', 'かわらわり', 'シザークロス']","[99.7, 75.1, 70.5, 57.7, 36.7, 11.0, 8.3, 6.6, 6.5, 4.6]","['テクニシャン', 'ライトメタル', 'むしのしらせ']","[98.9, 0.6, 0.5]","['こだわりハチマキ', 'いのちのたま', 'オボンのみ', 'ラムのみ', 'とつげきチョッキ', 'メタルコート', 'きあいのタスキ', 'パンチグローブ', 'ゴツゴツメット', 'ちからのハチマキ']","[54.5, 12.8, 7.4, 6.0, 3.6, 2.3, 2.0, 1.9, 1.7, 1.2]","['はがね', 'みず', 'ほのお', 'ひこう', 'ドラゴン', 'あく', 'ノーマル', 'いわ', 'かくとう', 'フェアリー']","[70.3, 8.5, 4.0, 3.4, 2.6, 2.1, 2.0, 1.5, 1.4, 1.1]"
0956-000,25,956,0,クエスパトラ,,クエスパトラ,"['ルミナコリジョン', 'まもる', 'テラバースト', 'バトンタッチ', 'めいそう', 'マジカルシャイン', 'アシストパワー', 'みがわり', 'シャドーボール', 'さいみんじゅつ']","[65.0, 51.2, 50.3, 39.7, 38.8, 37.4, 32.1, 30.6, 21.1, 10.0]","['かそく', 'びんじょう', 'おみとおし']","[98.9, 0.9, 0.2]","['きあいのタスキ', 'たべのこし', 'オボンのみ', 'ラムのみ', 'ひかりのねんど', 'じゃくてんほけん', 'メンタルハーブ', 'ものまねハーブ', 'おんみつマント', 'いのちのたま']","[35.0, 29.4, 14.6, 4.0, 2.9, 1.6, 1.5, 1.5, 1.2, 1.1]","['かくとう', 'ノーマル', 'フェアリー', 'ほのお', 'エスパー', 'あく', 'はがね', 'こおり', 'ゴースト', 'みず']","[73.6, 6.9, 5.8, 5.2, 2.8, 1.8, 1.5, 1.0, 0.6, 0.2]"
0700-000,26,700,0,ニンフィア,,ニンフィア,"['ハイパーボイス', 'テラバースト', 'でんこうせっか', 'シャドーボール', 'あくび', 'めいそう', 'サイコショック', 'みがわり', 'まもる', 'はかいこうせん']","[88.5, 78.3, 50.8, 41.0, 28.7, 22.7, 22.6, 12.6, 10.4, 8.5]","['フェアリースキン', 'メロメロボディ']","[98.9, 1.1]","['とつげきチョッキ', 'たべのこし', 'こだわりメガネ', 'のどスプレー', 'オボンのみ', 'ゴツゴツメット', 'いのちのたま', 'ラムのみ', 'おんみつマント', 'ものしりメガネ']","[31.3, 25.4, 14.5, 8.8, 8.4, 1.7, 1.6, 1.1, 0.8, 0.7]","['ほのお', 'みず', 'じめん', 'フェアリー', 'かくとう', 'ノーマル', 'はがね', 'でんき', 'ゴースト', 'あく']","[71.3, 9.2, 5.4, 5.3, 2.2, 2.0, 1.9, 0.7, 0.4, 0.3]"
0964-000,27,964,0,イルカマン,ナイーブフォルム,イルカマン(ナイーブ),"['ジェットパンチ', 'ウェーブタックル', 'クイックターン', 'れいとうパンチ', 'インファイト', 'ドレインパンチ', 'ビルドアップ', 'ちょうはつ', 'テラバースト', 'アクロバット']","[94.4, 80.1, 78.7, 72.8, 25.9, 14.4, 9.0, 4.1, 3.4, 2.9]",['マイティチェンジ'],[100.0],"['こだわりハチマキ', 'パンチグローブ', 'こだわりスカーフ', 'だっしゅつパック', 'しんぴのしずく', 'いのちのたま', 'たべのこし', 'オボンのみ', 'とつげきチョッキ', 'ラムのみ']","[64.6, 9.3, 6.1, 4.5, 3.8, 3.3, 1.6, 1.2, 1.2, 0.8]","['みず', 'かくとう', 'くさ', 'フェアリー', 'ノーマル', 'でんき', 'こおり', 'はがね', 'ドラゴン', 'ほのお']","[89.4, 3.2, 2.2, 1.4, 0.8, 0.5, 0.4, 0.4, 0.4, 0.4]"
0861-000,28,861,0,オーロンゲ,,オーロンゲ,"['ソウルクラッシュ', 'リフレクター', 'ひかりのかべ', 'すてゼリフ', 'ちょうはつ', 'ふいうち', 'トリック', 'でんじは', 'じゃれつく', 'イカサマ']","[74.9, 61.0, 57.3, 52.4, 40.3, 28.5, 16.9, 13.8, 8.5, 7.9]","['いたずらごころ', 'おみとおし', 'わるいてぐせ']","[94.6, 4.7, 0.7]","['ひかりのねんど', 'こだわりハチマキ', 'こうこうのしっぽ', 'とつげきチョッキ', 'いのちのたま', 'たつじんのおび', 'オボンのみ', 'きあいのタスキ', 'たべのこし', 'ゴツゴツメット']","[60.1, 7.4, 7.1, 3.6, 3.5, 3.1, 2.5, 2.4, 2.0, 1.3]","['ほのお', 'あく', 'フェアリー', 'はがね', 'かくとう', 'ゴースト', 'でんき', 'みず', 'どく', 'くさ']","[30.9, 21.9, 20.3, 11.4, 5.7, 1.7, 1.4, 1.2, 1.2, 0.9]"
0936-000,29,936,0,グレンアルマ,,グレンアルマ,"['アーマーキャノン', 'ワイドフォース', 'みちづれ', 'サイコフィールド', 'エナジーボール', 'サイコショック', 'サイコキネシス', 'はどうだん', 'テラバースト', 'アシッドボム']","[94.1, 47.9, 47.9, 44.1, 29.0, 25.1, 23.8, 18.4, 17.0, 5.4]","['くだけるよろい', 'もらいび']","[75.3, 24.7]","['きあいのタスキ', 'とつげきチョッキ', 'じゃくてんほけん', 'こだわりメガネ', 'いのちのたま', 'こだわりスカーフ', 'ラムのみ', 'しろいハーブ', 'たべのこし', 'たつじんのおび']","[62.3, 12.4, 6.8, 5.4, 2.9, 1.8, 0.9, 0.8, 0.8, 0.8]","['エスパー', 'くさ', 'フェアリー', 'ほのお', 'かくとう', 'ノーマル', 'あく', 'こおり', 'はがね', 'みず']","[32.3, 23.7, 22.8, 8.3, 3.6, 2.2, 1.6, 1.5, 1.3, 0.9]"
